caseid,citizenship_status,age,sex,province,education,agegroup,citizenship
7556,Permanent resident,77.7,Male,British Columbia,Less than high school diploma or its equivalent,71 to 80,Permanent resident
7557,Canadian citizen,74.5,Female,Ontario,High school diploma or a high school equivalency certificate,71 to 80,Canadian citizen
7558,Canadian citizen,77.3,Female,Ontario,Trade certificate or diploma,71 to 80,Canadian citizen
7559,Canadian citizen,20.6,Male,Nova Scotia,High school diploma or a high school equivalency certificate,21 to 30,Canadian citizen
7560,Canadian citizen,30.6,Female,Newfoundland and Labrador,Trade certificate or diploma,31 to 40,Canadian citizen
7561,Canadian citizen,74.8,Female,Manitoba,Less than high school diploma or its equivalent,71 to 80,Canadian citizen
7562,Canadian citizen,61.1,Male,Ontario,High school diploma or a high school equivalency certificate,61 to 70,Canadian citizen
7563,Canadian citizen,17.4,Female,Manitoba,Less than high school diploma or its equivalent,20 or less,Canadian citizen
7564,Canadian citizen,78.2,Male,Ontario,"University certificate, diploma or degree above the bach...",71 to 80,Canadian citizen
7565,Other,62.1,Female,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",61 to 70,Other
7566,Canadian citizen,57.8,Male,Ontario,Less than high school diploma or its equivalent,51 to 60,Canadian citizen
7567,Canadian citizen,65.8,Male,Newfoundland and Labrador,Trade certificate or diploma,61 to 70,Canadian citizen
7568,Canadian citizen,58.4,Male,Saskatchewan,Trade certificate or diploma,51 to 60,Canadian citizen
7569,Canadian citizen,56.7,Male,Alberta,Trade certificate or diploma,51 to 60,Canadian citizen
7570,Canadian citizen,30.3,Male,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",31 to 40,Canadian citizen
7571,Canadian citizen,70.8,Female,Alberta,Trade certificate or diploma,71 to 80,Canadian citizen
7572,Canadian citizen,64,Female,Prince Edward Island,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",61 to 70,Canadian citizen
7573,Canadian citizen,28.6,Female,Saskatchewan,Trade certificate or diploma,21 to 30,Canadian citizen
7574,Canadian citizen,68.6,Female,Quebec,Less than high school diploma or its equivalent,61 to 70,Canadian citizen
7575,Canadian citizen,49.7,Male,Nova Scotia,Trade certificate or diploma,41 to 50,Canadian citizen
7576,Canadian citizen,70.9,Female,British Columbia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",71 to 80,Canadian citizen
7577,Canadian citizen,70.3,Female,Saskatchewan,Less than high school diploma or its equivalent,71 to 80,Canadian citizen
7578,Canadian citizen,67.3,Male,New Brunswick,High school diploma or a high school equivalency certificate,61 to 70,Canadian citizen
7579,Canadian citizen,57.7,Male,Alberta,"University certificate, diploma or degree above the bach...",51 to 60,Canadian citizen
7580,Canadian citizen,38.7,Female,Alberta,High school diploma or a high school equivalency certificate,31 to 40,Canadian citizen
7581,Canadian citizen,71.5,Male,Quebec,University certificate or diploma below the bachelor's level,71 to 80,Canadian citizen
7582,Permanent resident,80,Female,Ontario,Less than high school diploma or its equivalent,71 to 80,Permanent resident
7583,Canadian citizen,38.9,Female,Alberta,Trade certificate or diploma,31 to 40,Canadian citizen
7584,Canadian citizen,35.4,Male,Nova Scotia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",31 to 40,Canadian citizen
7585,Canadian citizen,38.8,Female,Ontario,University certificate or diploma below the bachelor's level,31 to 40,Canadian citizen
7586,Canadian citizen,47.8,Male,Nova Scotia,Trade certificate or diploma,41 to 50,Canadian citizen
7587,Canadian citizen,62.1,Male,British Columbia,High school diploma or a high school equivalency certificate,61 to 70,Canadian citizen
7588,Canadian citizen,67.5,Male,Saskatchewan,High school diploma or a high school equivalency certificate,61 to 70,Canadian citizen
7589,Canadian citizen,46.6,Male,Ontario,High school diploma or a high school equivalency certificate,41 to 50,Canadian citizen
7590,Canadian citizen,63.1,Female,British Columbia,Trade certificate or diploma,61 to 70,Canadian citizen
7591,Canadian citizen,61,Male,Newfoundland and Labrador,Trade certificate or diploma,61 to 70,Canadian citizen
7592,Canadian citizen,72.2,Female,Quebec,"University certificate, diploma or degree above the bach...",71 to 80,Canadian citizen
7593,Canadian citizen,52.9,Male,Prince Edward Island,Trade certificate or diploma,51 to 60,Canadian citizen
7594,Canadian citizen,33.2,Female,Saskatchewan,Trade certificate or diploma,31 to 40,Canadian citizen
7595,Canadian citizen,52.7,Female,Nova Scotia,"University certificate, diploma or degree above the bach...",51 to 60,Canadian citizen
7596,Canadian citizen,63.3,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",61 to 70,Canadian citizen
7597,Permanent resident,41.5,Female,Ontario,Trade certificate or diploma,41 to 50,Permanent resident
7598,Canadian citizen,50.2,Male,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",51 to 60,Canadian citizen
7599,Canadian citizen,57.2,Female,British Columbia,High school diploma or a high school equivalency certificate,51 to 60,Canadian citizen
7600,Other,32.6,Female,Quebec,"University certificate, diploma or degree above the bach...",31 to 40,Other
7601,Canadian citizen,58.2,Female,Saskatchewan,Less than high school diploma or its equivalent,51 to 60,Canadian citizen
7602,Canadian citizen,60.9,Male,New Brunswick,Trade certificate or diploma,61 to 70,Canadian citizen
7603,Canadian citizen,22.5,Female,Quebec,Trade certificate or diploma,21 to 30,Canadian citizen
7604,Canadian citizen,54.3,Male,Saskatchewan,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",51 to 60,Canadian citizen
7605,Canadian citizen,48.3,Male,Alberta,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",41 to 50,Canadian citizen
7606,Canadian citizen,32.4,Male,British Columbia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",31 to 40,Canadian citizen
7607,Canadian citizen,64.3,Female,Newfoundland and Labrador,University certificate or diploma below the bachelor's level,61 to 70,Canadian citizen
7608,Canadian citizen,33.8,Male,Saskatchewan,High school diploma or a high school equivalency certificate,31 to 40,Canadian citizen
7609,Other,55.7,Male,British Columbia,University certificate or diploma below the bachelor's level,51 to 60,Other
7610,Permanent resident,35.3,Male,British Columbia,Trade certificate or diploma,31 to 40,Permanent resident
7611,Canadian citizen,78.5,Female,Ontario,High school diploma or a high school equivalency certificate,71 to 80,Canadian citizen
7612,Canadian citizen,44.7,Female,British Columbia,Less than high school diploma or its equivalent,41 to 50,Canadian citizen
7613,Canadian citizen,78.4,Female,Ontario,"NA",71 to 80,Canadian citizen
7614,Permanent resident,80,Male,Quebec,"University certificate, diploma or degree above the bach...",71 to 80,Permanent resident
7615,Canadian citizen,37.9,Female,Nova Scotia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",31 to 40,Canadian citizen
7616,Canadian citizen,60.8,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",61 to 70,Canadian citizen
7617,Permanent resident,62,Female,Ontario,High school diploma or a high school equivalency certificate,61 to 70,Permanent resident
7618,Canadian citizen,28.3,Male,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",21 to 30,Canadian citizen
7619,Canadian citizen,16.5,Female,Quebec,Less than high school diploma or its equivalent,20 or less,Canadian citizen
7620,Canadian citizen,22.2,Male,Quebec,High school diploma or a high school equivalency certificate,21 to 30,Canadian citizen
7621,Canadian citizen,58.8,Female,Nova Scotia,Trade certificate or diploma,51 to 60,Canadian citizen
7622,Canadian citizen,23.7,Female,Saskatchewan,High school diploma or a high school equivalency certificate,21 to 30,Canadian citizen
7623,Canadian citizen,64.4,Female,Manitoba,"University certificate, diploma or degree above the bach...",61 to 70,Canadian citizen
7624,Canadian citizen,55.9,Male,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",51 to 60,Canadian citizen
7625,Canadian citizen,75.3,Male,British Columbia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",71 to 80,Canadian citizen
7626,Other,26.8,Female,British Columbia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",21 to 30,Other
7627,Canadian citizen,58.5,Female,Quebec,Trade certificate or diploma,51 to 60,Canadian citizen
7628,Canadian citizen,17.5,Female,Ontario,Less than high school diploma or its equivalent,20 or less,Canadian citizen
7629,Other,37.2,Female,Ontario,Trade certificate or diploma,31 to 40,Other
7630,Canadian citizen,63.2,Female,Quebec,High school diploma or a high school equivalency certificate,61 to 70,Canadian citizen
7631,Canadian citizen,71,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",71 to 80,Canadian citizen
7632,Canadian citizen,70.3,Male,Manitoba,Less than high school diploma or its equivalent,71 to 80,Canadian citizen
7633,Canadian citizen,67.1,Female,Quebec,High school diploma or a high school equivalency certificate,61 to 70,Canadian citizen
7634,Permanent resident,45,Male,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",41 to 50,Permanent resident
7635,Canadian citizen,52,Male,British Columbia,"University certificate, diploma or degree above the bach...",51 to 60,Canadian citizen
7636,Canadian citizen,41,Male,Alberta,High school diploma or a high school equivalency certificate,41 to 50,Canadian citizen
7637,Canadian citizen,63.7,Male,Prince Edward Island,High school diploma or a high school equivalency certificate,61 to 70,Canadian citizen
7638,Canadian citizen,58.3,Female,Quebec,Trade certificate or diploma,51 to 60,Canadian citizen
7639,Canadian citizen,47.6,Female,Ontario,Trade certificate or diploma,41 to 50,Canadian citizen
7640,Canadian citizen,66.4,Male,Ontario,Trade certificate or diploma,61 to 70,Canadian citizen
7641,Canadian citizen,80,Female,Newfoundland and Labrador,Less than high school diploma or its equivalent,71 to 80,Canadian citizen
7642,Canadian citizen,59.5,Female,Quebec,High school diploma or a high school equivalency certificate,51 to 60,Canadian citizen
7643,Permanent resident,63.3,Female,Ontario,Trade certificate or diploma,61 to 70,Permanent resident
7644,Canadian citizen,54.9,Female,Saskatchewan,Trade certificate or diploma,51 to 60,Canadian citizen
7645,Canadian citizen,59,Male,British Columbia,High school diploma or a high school equivalency certificate,51 to 60,Canadian citizen
7646,Permanent resident,52.5,Male,Nova Scotia,"University certificate, diploma or degree above the bach...",51 to 60,Permanent resident
7647,Canadian citizen,80,Male,Manitoba,Trade certificate or diploma,71 to 80,Canadian citizen
7648,Canadian citizen,79.3,Female,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",71 to 80,Canadian citizen
7649,Canadian citizen,28.5,Male,Alberta,Trade certificate or diploma,21 to 30,Canadian citizen
7650,Canadian citizen,43.9,Male,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",41 to 50,Canadian citizen
7651,Permanent resident,72.2,Female,Ontario,Trade certificate or diploma,71 to 80,Permanent resident
7652,Canadian citizen,17.9,Male,Newfoundland and Labrador,High school diploma or a high school equivalency certificate,20 or less,Canadian citizen
7653,Canadian citizen,61.4,Female,British Columbia,High school diploma or a high school equivalency certificate,61 to 70,Canadian citizen
7654,Canadian citizen,80,Male,Quebec,Less than high school diploma or its equivalent,71 to 80,Canadian citizen
7655,Canadian citizen,64.3,Male,British Columbia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",61 to 70,Canadian citizen
7656,Other,36.7,Male,Ontario,Trade certificate or diploma,31 to 40,Other
7657,Canadian citizen,46.7,Female,Alberta,Trade certificate or diploma,41 to 50,Canadian citizen
7658,Canadian citizen,50.2,Female,Quebec,Trade certificate or diploma,51 to 60,Canadian citizen
7659,Canadian citizen,60.4,Female,Manitoba,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",61 to 70,Canadian citizen
7660,Canadian citizen,53.3,Female,Quebec,"University certificate, diploma or degree above the bach...",51 to 60,Canadian citizen
7661,Canadian citizen,28.3,Male,British Columbia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",21 to 30,Canadian citizen
7662,Permanent resident,26.8,Male,Nova Scotia,"University certificate, diploma or degree above the bach...",21 to 30,Permanent resident
7663,Canadian citizen,54,Female,Ontario,Trade certificate or diploma,51 to 60,Canadian citizen
7664,Canadian citizen,54.3,Female,Quebec,Trade certificate or diploma,51 to 60,Canadian citizen
7665,Canadian citizen,80,Female,Newfoundland and Labrador,Trade certificate or diploma,71 to 80,Canadian citizen
7666,Canadian citizen,69,Male,Ontario,High school diploma or a high school equivalency certificate,61 to 70,Canadian citizen
7667,Permanent resident,58.8,Male,Ontario,High school diploma or a high school equivalency certificate,51 to 60,Permanent resident
7668,Canadian citizen,61.6,Male,Quebec,High school diploma or a high school equivalency certificate,61 to 70,Canadian citizen
7669,Canadian citizen,63.1,Male,Prince Edward Island,High school diploma or a high school equivalency certificate,61 to 70,Canadian citizen
7670,Canadian citizen,52.3,Female,Quebec,High school diploma or a high school equivalency certificate,51 to 60,Canadian citizen
7671,Canadian citizen,58.5,Male,Quebec,High school diploma or a high school equivalency certificate,51 to 60,Canadian citizen
7672,Permanent resident,63.8,Female,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",61 to 70,Permanent resident
7673,Canadian citizen,62.4,Female,Ontario,Trade certificate or diploma,61 to 70,Canadian citizen
7674,Canadian citizen,73.3,Female,Ontario,Less than high school diploma or its equivalent,71 to 80,Canadian citizen
7675,Canadian citizen,41.3,Male,Manitoba,Trade certificate or diploma,41 to 50,Canadian citizen
7676,Canadian citizen,50.1,Male,Quebec,Less than high school diploma or its equivalent,51 to 60,Canadian citizen
7677,Canadian citizen,71.4,Male,Alberta,Less than high school diploma or its equivalent,71 to 80,Canadian citizen
7678,Canadian citizen,28,Male,British Columbia,Trade certificate or diploma,21 to 30,Canadian citizen
7679,Canadian citizen,57.2,Female,Nova Scotia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",51 to 60,Canadian citizen
7680,Canadian citizen,41.6,Male,British Columbia,Trade certificate or diploma,41 to 50,Canadian citizen
7681,Canadian citizen,38.4,Male,Alberta,Trade certificate or diploma,31 to 40,Canadian citizen
7682,Other,28.9,Male,Nova Scotia,University certificate or diploma below the bachelor's level,21 to 30,Other
7683,Canadian citizen,61.2,Male,Prince Edward Island,High school diploma or a high school equivalency certificate,61 to 70,Canadian citizen
7684,Permanent resident,68.1,Female,Newfoundland and Labrador,Trade certificate or diploma,61 to 70,Permanent resident
7685,Canadian citizen,80,Male,Quebec,"University certificate, diploma or degree above the bach...",71 to 80,Canadian citizen
